Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report,Device_Age,Age_Category,Has_Failed,High_Maintenance
MD05163,Defibrillator,2023-05-14,2,Medequip,Model-350,Uk,13329.67546565429,11.5741238850093,4,2,3,Component recalibration after detecting battery wear; functionality restored. data loss hardware fault,2,nuevo,1,1
MD03502,Pet Scanner,2016-06-24,9,Imagingtech,Model-550,Canada,5400.618757519941,8.242690484590662,2,0,1,Component recalibration after detecting abnormal sound; functionality restored. quick fix routine reset,9,viejo,0,0
MD04887,X-Ray Machine,2015-11-09,10,Cardiosync,Model-100,France,9046.824602853974,9.162909506905498,2,1,2,Component component upgrade after detecting software crash; functionality restored. component issue average severity report,10,viejo,1,1
MD05387,Pet Scanner,2021-09-15,4,Ultramed,Model-500,Canada,12272.89123010982,11.245574449628805,4,1,2,Routine check completed; sensor misalignment observed during diagnostics. moderate delay average severity report,4,medio,1,1
MD03961,X-Ray Machine,2015-02-02,10,Ultramed,Model-350,France,4182.628339746187,1.442834514211078,4,1,1,Component replacement after detecting overheating; functionality restored. log cleaned system check passed,10,viejo,1,0
MD00985,X-Ray Machine,2021-06-30,4,Imagingtech,Model-200,Canada,8956.374961861704,23.06426964946828,4,2,3,circuit failure caused operational delay; inspection initiated. critical failure critical failure,4,medio,1,1
MD03177,Pet Scanner,2015-05-09,10,Medequip,Model-200,Italy,27821.85936491877,5.467679566411644,4,1,3,System performance degraded due to voltage spike; mitigation via system reset. reboot failed emergency shutdown,10,viejo,1,1
MD02283,Mri Scanner,2020-03-22,5,Rescuetech,Model-600,France,8070.507640095479,4.427946337288312,5,2,1,System performance degraded due to voltage spike; mitigation via replacement. quick fix low priority fault,5,medio,1,1
MD01990,Ct Scanner,2021-09-03,4,Rescuetech,Model-650,Uk,7994.518316970707,13.253394871838989,2,2,2,System performance degraded due to abnormal sound; mitigation via component upgrade. reviewed logs non-critical warning,4,medio,1,1
MD00289,X-Ray Machine,2021-09-29,4,Medequip,Model-250,Uk,2860.642656881982,4.4092442340408855,4,4,1,Component inspection after detecting software crash; functionality restored. log cleaned minor issue,4,medio,1,0
MD02613,Defibrillator,2023-04-01,2,Scanpro,Model-200,Italy,19319.060138982644,13.735035750468024,3,0,3,System performance degraded due to software crash; mitigation via system reset. reboot failed emergency shutdown,2,nuevo,0,1
MD00618,Defibrillator,2020-10-23,5,Rescuetech,Model-350,Italy,3316.354541863848,2.672831235031855,1,1,1,overheating caused operational delay; inspection initiated. software reset log file cleared,5,medio,1,0
MD04922,Defibrillator,2018-07-20,7,Medequip,Model-350,Japan,15613.903407237653,16.672681199512443,3,1,2,Routine check completed; voltage spike observed during diagnostics. moderate delay driver update applied,7,medio,1,1
MD00519,Pet Scanner,2023-08-17,2,Scanpro,Model-650,Uk,4995.075658443311,8.750718825152676,4,1,1,Routine check completed; overheating observed during diagnostics. software reset minor issue,2,nuevo,1,0
MD00533,X-Ray Machine,2016-10-17,9,Cardiosync,Model-650,Canada,4230.549570382909,5.950224390625652,5,0,2,circuit failure caused operational delay; system reset initiated. component issue average severity report,9,viejo,0,0
MD02101,Defibrillator,2017-01-02,8,Medequip,Model-500,Usa,6200.422005702839,2.07475168779004,5,1,2,Routine check completed; software crash observed during diagnostics. component issue component review,8,viejo,1,0
MD01144,Ct Scanner,2013-06-02,12,Imagingtech,Model-350,France,13535.914719249424,19.1791354085964,4,3,3,sensor misalignment caused operational delay; component upgrade initiated. sensor replaced critical malfunction,12,viejo,1,1
MD01742,Mri Scanner,2014-02-05,11,Ultramed,Model-600,Canada,6041.74964785656,10.216048299502662,2,1,2,software crash caused operational delay; recalibration initiated. driver update performance warning,11,viejo,1,0
MD00122,X-Ray Machine,2019-10-01,6,Medequip,Model-650,Uk,4421.396707751306,4.211071214005294,1,3,1,System performance degraded due to battery wear; mitigation via replacement. log cleaned temporary glitch,6,medio,1,0
MD00419,Ct Scanner,2014-09-26,11,Cardiosync,Model-200,Usa,103.28975023391465,4.390422952044212,3,1,2,Component system reset after detecting overheating; functionality restored. reviewed logs driver update applied,11,viejo,1,0
MD03091,Ct Scanner,2016-09-03,9,Rescuetech,Model-500,Italy,11052.749426607566,6.408041653559483,1,1,2,Component replacement after detecting abnormal sound; functionality restored. component issue device required inspection,9,viejo,1,1
MD01436,Infusion Pump,2019-02-24,6,Cardiosync,Model-250,Italy,5432.744054971298,5.405062969132219,1,2,1,abnormal sound caused operational delay; recalibration initiated. minor issue stable condition,6,medio,1,0
MD05111,Pet Scanner,2023-08-08,2,Scanpro,Model-100,Usa,17540.04170916254,20.33546764363127,5,0,3,Routine check completed; circuit failure observed during diagnostics. critical failure sensor replacement,2,nuevo,0,1
MD03295,X-Ray Machine,2021-01-31,4,Scanpro,Model-550,Japan,6023.690854284188,11.832342689632714,3,1,2,Component system reset after detecting circuit failure; functionality restored. moderate delay device required inspection,4,medio,1,0
MD03946,Pet Scanner,2013-04-16,12,Scanpro,Model-300,France,4077.5940746608026,10.606018877730794,1,0,1,System performance degraded due to software crash; mitigation via recalibration. software reset quick fix,12,viejo,0,0
MD04425,Ct Scanner,2022-05-01,3,Ultramed,Model-100,Uk,11855.120114440238,14.02606929699718,3,1,2,System performance degraded due to data lag; mitigation via firmware update. reviewed logs device required inspection,3,nuevo,1,1
MD05230,Pet Scanner,2022-11-09,3,Rescuetech,Model-150,Italy,8431.544078985902,4.989108419343342,3,2,1,Component component upgrade after detecting abnormal sound; functionality restored. log cleaned low priority fault,3,nuevo,1,1
MD01781,Infusion Pump,2017-01-15,8,Scanpro,Model-550,France,2832.418134674638,1.034509111970281,1,4,1,Component inspection after detecting sensor misalignment; functionality restored. log cleaned temporary glitch,8,viejo,1,0
MD02994,Defibrillator,2013-04-16,12,Scanpro,Model-250,France,13457.570422035958,17.401830791540622,3,1,3,Component software patch after detecting data lag; functionality restored. data loss urgent inspection needed,12,viejo,1,1
MD01616,Ct Scanner,2023-11-27,2,Imagingtech,Model-600,Japan,3754.7346664527895,12.449910820572455,5,3,2,Component firmware update after detecting abnormal sound; functionality restored. reviewed logs driver update applied,2,nuevo,1,0
MD00655,Mri Scanner,2015-04-17,10,Imagingtech,Model-650,Canada,6804.830356554758,15.470838919503066,3,2,2,data lag caused operational delay; software patch initiated. component issue non-critical warning,10,viejo,1,0
MD01469,Mri Scanner,2015-08-22,10,Medequip,Model-600,Japan,2140.7583361242987,1.833298963851984,5,0,1,Component software patch after detecting sensor misalignment; functionality restored. software reset low priority fault,10,viejo,0,0
MD04079,Infusion Pump,2021-07-05,4,Imagingtech,Model-650,Uk,11859.916553098174,15.521359606075164,4,1,2,Component component upgrade after detecting circuit failure; functionality restored. component issue non-critical warning,4,medio,1,1
MD02693,Infusion Pump,2014-08-10,11,Medequip,Model-450,Canada,3617.0555473116415,4.870176234099526,4,1,1,Component system reset after detecting sensor misalignment; functionality restored. minor issue log file cleared,11,viejo,1,0
MD02318,Ct Scanner,2015-04-11,10,Cardiosync,Model-300,Uk,14093.81055420652,15.209062610343642,2,2,2,System performance degraded due to software crash; mitigation via inspection. driver update moderate delay,10,viejo,1,1
MD04329,Ct Scanner,2019-12-24,6,Imagingtech,Model-200,Canada,12596.218277384172,24.46719598206105,5,2,3,System performance degraded due to circuit failure; mitigation via replacement. data loss system crash,6,medio,1,1
MD01641,Mri Scanner,2019-06-12,6,Scanpro,Model-550,Italy,13002.308392137324,18.54395275908525,5,4,2,circuit failure caused operational delay; software patch initiated. component issue moderate delay,6,medio,1,1
MD03759,Mri Scanner,2019-12-21,6,Imagingtech,Model-550,Canada,7180.355421594333,3.714635808953357,5,1,2,sensor misalignment caused operational delay; system reset initiated. reviewed logs non-critical warning,6,medio,1,0
MD00311,Defibrillator,2023-11-10,2,Medequip,Model-300,Japan,10014.155426607953,31.00911923394748,5,3,3,battery wear caused operational delay; recalibration initiated. sensor replaced high priority failure,2,nuevo,1,1
MD00130,Ct Scanner,2023-03-02,2,Ultramed,Model-500,Japan,13658.650311881418,7.524735787611892,5,1,3,overheating caused operational delay; system reset initiated. sensor replaced critical failure,2,nuevo,1,1
MD04271,Mri Scanner,2016-12-24,9,Scanpro,Model-450,Canada,16239.33736869222,14.42398123295204,5,2,2,Component recalibration after detecting overheating; functionality restored. driver update non-critical warning,9,viejo,1,1
MD02327,Pet Scanner,2016-12-25,9,Ultramed,Model-550,Italy,5176.579017316783,6.014511348809715,5,4,1,System performance degraded due to circuit failure; mitigation via replacement. quick fix routine reset,9,viejo,1,0
MD05262,Infusion Pump,2016-01-24,9,Scanpro,Model-100,Uk,10216.306851969992,5.413821579897625,1,0,2,Component firmware update after detecting software crash; functionality restored. component issue component review,9,viejo,0,1
MD00158,Pet Scanner,2021-12-30,4,Imagingtech,Model-200,Italy,7396.332130560474,11.421191303817288,4,1,1,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,4,medio,1,1
MD03871,Infusion Pump,2023-12-22,2,Cardiosync,Model-550,Uk,6192.014934201696,1.54029885787522,1,0,1,Routine check completed; abnormal sound observed during diagnostics. log cleaned system check passed,2,nuevo,0,0
MD02367,Pet Scanner,2023-11-02,2,Medequip,Model-100,Italy,9511.285673402956,8.32549350062493,3,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue average severity report,2,nuevo,1,1
MD04265,Mri Scanner,2020-11-04,5,Rescuetech,Model-100,Usa,11189.336153165372,20.284317309048824,1,2,3,System performance degraded due to overheating; mitigation via recalibration. data loss critical malfunction,5,medio,1,1
MD01699,Defibrillator,2021-08-24,4,Scanpro,Model-550,Uk,6372.572718786365,3.307875165132068,5,3,2,Routine check completed; circuit failure observed during diagnostics. component issue device required inspection,4,medio,1,0
MD01272,Ct Scanner,2019-09-04,6,Imagingtech,Model-250,France,2635.3499262629944,2.689072547646312,4,0,1,System performance degraded due to battery wear; mitigation via firmware update. log cleaned quick fix,6,medio,0,0
MD03020,Ct Scanner,2014-08-15,11,Rescuetech,Model-550,Italy,12396.691626768814,11.053281869238704,3,0,3,overheating caused operational delay; replacement initiated. sensor replaced sensor replacement,11,viejo,0,1
MD03320,Pet Scanner,2019-10-06,6,Cardiosync,Model-650,Uk,8710.037480452049,6.273814970826336,3,1,1,Component recalibration after detecting data lag; functionality restored. software reset system check passed,6,medio,1,1
MD00017,Ct Scanner,2013-10-23,12,Rescuetech,Model-650,France,17914.21497048722,5.461793281895336,3,4,3,battery wear caused operational delay; system reset initiated. sensor replaced system crash,12,viejo,1,1
MD01476,X-Ray Machine,2018-04-24,7,Imagingtech,Model-500,Italy,17837.092385136933,22.598120091916755,5,4,3,System performance degraded due to overheating; mitigation via system reset. critical failure hardware fault,7,medio,1,1
MD03483,Ct Scanner,2018-08-03,7,Scanpro,Model-400,Usa,8777.981037460886,2.8573330975581013,2,1,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning,7,medio,1,1
MD04317,Ct Scanner,2022-05-25,3,Imagingtech,Model-450,Japan,23061.62059855983,14.419573258292653,2,0,3,voltage spike caused operational delay; software patch initiated. data loss critical malfunction,3,nuevo,0,1
MD00663,Mri Scanner,2020-06-18,5,Medequip,Model-350,Usa,18377.36128484796,7.163684211416612,1,3,3,System performance degraded due to battery wear; mitigation via firmware update. critical failure critical malfunction,5,medio,1,1
MD01964,Defibrillator,2022-11-03,3,Imagingtech,Model-400,Uk,5702.0404999032935,9.320239312897836,2,2,1,System performance degraded due to circuit failure; mitigation via recalibration. minor issue routine reset,3,nuevo,1,0
MD02731,Mri Scanner,2022-09-16,3,Ultramed,Model-550,France,11228.21167578944,13.198091876484131,4,2,3,System performance degraded due to software crash; mitigation via system reset. reboot failed system crash,3,nuevo,1,1
MD01122,Defibrillator,2013-08-03,12,Scanpro,Model-300,France,14000.319396038098,21.26423699219035,3,2,3,Component component upgrade after detecting abnormal sound; functionality restored. critical failure system crash,12,viejo,1,1
MD00834,Ct Scanner,2020-07-03,5,Ultramed,Model-550,Uk,4423.923696670242,3.766653367796903,1,2,1,Routine check completed; software crash observed during diagnostics. software reset temporary glitch,5,medio,1,0
MD03715,Defibrillator,2020-03-13,5,Medequip,Model-450,Italy,9702.100616475356,11.275489258462793,1,4,1,System performance degraded due to circuit failure; mitigation via software patch. quick fix quick fix,5,medio,1,1
MD01521,Infusion Pump,2020-02-26,5,Ultramed,Model-350,Japan,5230.94203849064,16.227437207573914,2,3,2,Routine check completed; abnormal sound observed during diagnostics. component issue device required inspection,5,medio,1,0
MD01114,Pet Scanner,2016-11-09,9,Ultramed,Model-100,France,6653.24681494599,7.151836876330584,5,1,1,Routine check completed; voltage spike observed during diagnostics. software reset stable condition,9,viejo,1,0
MD01132,X-Ray Machine,2019-08-07,6,Cardiosync,Model-550,Usa,3304.02487461775,4.409994346833857,3,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. software reset minor issue,6,medio,1,0
MD03466,Infusion Pump,2018-09-03,7,Ultramed,Model-250,Japan,9545.109530079651,3.226208060215278,1,3,2,overheating caused operational delay; inspection initiated. moderate delay component review,7,medio,1,1
MD01589,X-Ray Machine,2022-12-17,3,Rescuetech,Model-600,Usa,21150.57614462673,11.016578225508184,1,3,3,System performance degraded due to battery wear; mitigation via recalibration. sensor replaced critical failure,3,nuevo,1,1
MD01451,Infusion Pump,2022-10-06,3,Cardiosync,Model-350,Italy,5654.612455535398,3.8994879994023774,3,2,1,System performance degraded due to sensor misalignment; mitigation via software patch. minor issue minor issue,3,nuevo,1,0
MD01076,Ct Scanner,2023-06-20,2,Ultramed,Model-500,Uk,4189.704892140554,2.2758350137629786,5,1,1,System performance degraded due to voltage spike; mitigation via recalibration. software reset minor issue,2,nuevo,1,0
MD00906,Ct Scanner,2022-02-27,3,Imagingtech,Model-450,France,9405.280621864888,10.417494105768036,5,3,2,Routine check completed; sensor misalignment observed during diagnostics. driver update component review,3,nuevo,1,1
MD05381,Ct Scanner,2019-05-12,6,Scanpro,Model-450,Usa,5792.70414383313,4.990259655806609,5,0,1,overheating caused operational delay; firmware update initiated. quick fix low priority fault,6,medio,0,0
MD03558,Ct Scanner,2018-10-06,7,Imagingtech,Model-350,Uk,10008.64174716754,2.25096052335412,3,2,2,Component recalibration after detecting sensor misalignment; functionality restored. driver update performance warning,7,medio,1,1
MD03728,Defibrillator,2024-01-28,1,Imagingtech,Model-250,Uk,4290.473269724409,7.110648717337349,1,2,1,Routine check completed; circuit failure observed during diagnostics. quick fix minor issue,1,nuevo,1,0
MD02569,Infusion Pump,2013-12-30,12,Scanpro,Model-250,Italy,6380.410479180812,5.094541786878993,3,4,1,System performance degraded due to battery wear; mitigation via inspection. quick fix temporary glitch,12,viejo,1,0
MD03783,Infusion Pump,2015-03-11,10,Ultramed,Model-350,Uk,15304.337677977996,22.54517616402029,4,2,3,System performance degraded due to data lag; mitigation via replacement. reboot failed hardware fault,10,viejo,1,1
MD03882,Defibrillator,2013-10-01,12,Imagingtech,Model-450,Italy,9244.464959302626,5.1709043393563086,5,4,3,circuit failure caused operational delay; software patch initiated. sensor replaced sensor replacement,12,viejo,1,1
MD03377,Infusion Pump,2018-07-17,7,Imagingtech,Model-550,Canada,7097.198270827767,7.521281065179775,5,3,1,System performance degraded due to voltage spike; mitigation via recalibration. quick fix low priority fault,7,medio,1,0
MD03182,X-Ray Machine,2024-02-22,1,Medequip,Model-300,Japan,6932.3797813474375,5.405950479337246,4,2,3,Component system reset after detecting sensor misalignment; functionality restored. reboot failed hardware fault,1,nuevo,1,0
MD00319,Ct Scanner,2022-10-24,3,Imagingtech,Model-400,Uk,1696.2813499811905,7.44964651039987,3,4,1,Component recalibration after detecting circuit failure; functionality restored. log cleaned routine reset,3,nuevo,1,0
MD01217,Pet Scanner,2022-10-18,3,Ultramed,Model-350,Canada,11831.60783542584,15.371466022223007,4,2,3,System performance degraded due to abnormal sound; mitigation via firmware update. reboot failed hardware fault,3,nuevo,1,1
MD02398,Infusion Pump,2017-07-29,8,Ultramed,Model-250,France,4490.325177698276,13.987820710813784,1,1,2,Component system reset after detecting overheating; functionality restored. reviewed logs driver update applied,8,viejo,1,0
MD00547,Pet Scanner,2020-06-28,5,Rescuetech,Model-250,Uk,3533.3336805735844,3.4894550866735807,2,1,2,Component component upgrade after detecting sensor misalignment; functionality restored. driver update non-critical warning,5,medio,1,0
MD05007,X-Ray Machine,2023-03-31,2,Scanpro,Model-150,Uk,6048.274798189398,6.949783428506405,4,2,1,Routine check completed; abnormal sound observed during diagnostics. minor issue minor issue,2,nuevo,1,0
MD00405,Pet Scanner,2016-06-23,9,Ultramed,Model-400,Italy,15966.94403310784,6.405101178541493,5,7,3,Routine check completed; circuit failure observed during diagnostics. sensor replaced high priority failure,9,viejo,1,1
MD05309,Infusion Pump,2014-10-31,11,Ultramed,Model-350,Japan,10071.472597893937,5.093851571950008,2,2,2,Routine check completed; circuit failure observed during diagnostics. driver update non-critical warning,11,viejo,1,1
MD00128,X-Ray Machine,2014-06-12,11,Medequip,Model-300,Uk,4058.261806696491,8.271360901065329,5,3,1,System performance degraded due to overheating; mitigation via component upgrade. log cleaned temporary glitch,11,viejo,1,0
MD01529,Infusion Pump,2016-09-20,9,Rescuetech,Model-450,Italy,15809.500881942226,3.492463530812472,2,1,3,Component inspection after detecting voltage spike; functionality restored. sensor replaced hardware fault,9,viejo,1,1
MD01048,Defibrillator,2023-07-20,2,Scanpro,Model-550,Canada,-3155.037851789905,9.96878967024626,3,1,1,Component firmware update after detecting software crash; functionality restored. log cleaned temporary glitch,2,nuevo,1,0
MD01787,Mri Scanner,2013-07-26,12,Cardiosync,Model-650,Italy,2741.4385885973684,8.049249770472837,1,1,1,System performance degraded due to data lag; mitigation via firmware update. minor issue stable condition,12,viejo,1,0
MD04637,Ct Scanner,2021-09-21,4,Medequip,Model-450,Canada,5472.851681137436,9.140738876884797,5,1,3,Component software patch after detecting sensor misalignment; functionality restored. data loss critical malfunction,4,medio,1,0
MD00360,X-Ray Machine,2015-07-20,10,Medequip,Model-400,Italy,6394.05655762654,10.613579193635278,3,2,1,software crash caused operational delay; recalibration initiated. log cleaned stable condition,10,viejo,1,0
MD00873,Infusion Pump,2023-12-12,2,Imagingtech,Model-550,Uk,14431.996953852533,7.825794827015764,2,1,2,System performance degraded due to software crash; mitigation via system reset. reviewed logs device required inspection,2,nuevo,1,1
MD05264,X-Ray Machine,2016-04-05,9,Imagingtech,Model-450,France,6561.130324062174,2.325094429619349,1,1,1,System performance degraded due to abnormal sound; mitigation via component upgrade. log cleaned system check passed,9,viejo,1,0
MD02039,Mri Scanner,2013-12-29,12,Cardiosync,Model-450,Japan,13541.131811763358,16.600413835955973,3,1,2,Routine check completed; data lag observed during diagnostics. driver update moderate delay,12,viejo,1,1
MD00329,Pet Scanner,2013-10-21,12,Cardiosync,Model-100,Canada,4442.434297157762,4.670836654209445,4,2,1,System performance degraded due to data lag; mitigation via component upgrade. quick fix low priority fault,12,viejo,1,0
MD02015,X-Ray Machine,2017-01-01,8,Rescuetech,Model-350,Canada,11080.542870215064,4.91060865502968,3,2,2,Routine check completed; circuit failure observed during diagnostics. moderate delay non-critical warning,8,viejo,1,1
MD01101,Infusion Pump,2022-01-22,3,Rescuetech,Model-350,Italy,6482.038229680969,8.826191037144392,4,1,2,System performance degraded due to data lag; mitigation via component upgrade. driver update non-critical warning,3,nuevo,1,0
MD01067,Defibrillator,2018-10-29,7,Rescuetech,Model-350,Usa,14925.877118586248,4.198459263215452,3,0,3,Component recalibration after detecting battery wear; functionality restored. critical failure high priority failure,7,medio,0,1
MD01792,X-Ray Machine,2014-02-08,11,Imagingtech,Model-450,Canada,14855.867360740524,12.971127465839894,4,1,2,battery wear caused operational delay; recalibration initiated. component issue average severity report,11,viejo,1,1
MD01155,Defibrillator,2019-09-12,6,Rescuetech,Model-550,Italy,10852.738106596526,8.321019827259137,5,5,2,System performance degraded due to battery wear; mitigation via software patch. driver update device required inspection,6,medio,1,1
MD05345,Mri Scanner,2018-05-07,7,Scanpro,Model-350,Uk,5131.183980259664,7.274999784488667,5,0,1,Component software patch after detecting abnormal sound; functionality restored. minor issue log file cleared,7,medio,0,0
MD02933,Mri Scanner,2015-02-24,10,Ultramed,Model-250,Usa,8529.672061594074,17.132978824156826,4,3,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs average severity report,10,viejo,1,1
MD01445,Ct Scanner,2021-11-27,4,Imagingtech,Model-600,Usa,-2613.998621649836,29.297745781785803,2,1,3,overheating caused operational delay; system reset initiated. reboot failed urgent inspection needed,4,medio,1,0
MD02113,Infusion Pump,2016-11-08,9,Ultramed,Model-500,Uk,13355.824623347104,11.884847022868303,4,2,3,Component firmware update after detecting software crash; functionality restored. sensor replaced emergency shutdown,9,viejo,1,1
MD02628,X-Ray Machine,2019-06-24,6,Scanpro,Model-600,Usa,9134.177906378482,6.2785381077018,4,2,2,Component replacement after detecting circuit failure; functionality restored. moderate delay device required inspection,6,medio,1,1
MD03652,Pet Scanner,2018-08-09,7,Cardiosync,Model-400,Japan,-18.41260542682064,6.679019912029311,2,1,1,Routine check completed; software crash observed during diagnostics. quick fix system check passed,7,medio,1,0
MD03872,Defibrillator,2015-10-26,10,Cardiosync,Model-400,Canada,7342.054209386828,11.353707820510383,5,2,3,Routine check completed; data lag observed during diagnostics. critical failure system crash,10,viejo,1,1
MD03650,Defibrillator,2022-11-06,3,Cardiosync,Model-450,Usa,4446.781320567833,1.1279870492983948,3,1,1,System performance degraded due to software crash; mitigation via software patch. quick fix stable condition,3,nuevo,1,0
MD04945,Defibrillator,2022-12-03,3,Scanpro,Model-600,Japan,8635.60155372279,29.03760412394008,4,4,3,Routine check completed; voltage spike observed during diagnostics. reboot failed critical malfunction,3,nuevo,1,1
MD03200,Infusion Pump,2015-03-18,10,Scanpro,Model-200,Italy,4347.268104440938,4.989780850233595,5,3,1,System performance degraded due to circuit failure; mitigation via firmware update. software reset log file cleared,10,viejo,1,0
MD04312,Ct Scanner,2020-06-26,5,Imagingtech,Model-200,Canada,2286.086228755636,3.521156849288816,2,0,1,Component software patch after detecting circuit failure; functionality restored. quick fix routine reset,5,medio,0,0
MD00473,Defibrillator,2021-05-19,4,Medequip,Model-550,Japan,7087.876742061422,3.788829745981962,1,1,1,Routine check completed; sensor misalignment observed during diagnostics. software reset quick fix,4,medio,1,0
MD04130,Defibrillator,2017-04-14,8,Ultramed,Model-100,France,9749.007244942812,17.193974737209505,5,4,2,abnormal sound caused operational delay; replacement initiated. component issue moderate delay,8,viejo,1,1
MD02625,X-Ray Machine,2016-09-22,9,Cardiosync,Model-100,Japan,12971.147169895015,23.380827125013347,4,3,3,System performance degraded due to abnormal sound; mitigation via recalibration. sensor replaced critical failure,9,viejo,1,1
MD01254,Mri Scanner,2023-03-06,2,Ultramed,Model-300,France,4510.150010066267,4.324365615986826,4,1,1,System performance degraded due to voltage spike; mitigation via system reset. software reset routine reset,2,nuevo,1,0
MD02745,X-Ray Machine,2018-07-17,7,Cardiosync,Model-250,Usa,8755.987392050729,10.513070288067862,1,4,1,Routine check completed; abnormal sound observed during diagnostics. software reset stable condition,7,medio,1,1
MD00967,Infusion Pump,2019-07-24,6,Imagingtech,Model-200,Japan,8071.372300246584,22.49390363440765,5,3,3,Component replacement after detecting software crash; functionality restored. reboot failed critical failure,6,medio,1,1
MD01145,Pet Scanner,2023-10-20,2,Cardiosync,Model-400,Uk,-1061.6450672817446,16.132047523234238,4,2,2,System performance degraded due to sensor misalignment; mitigation via system reset. driver update component review,2,nuevo,1,0
MD02411,Defibrillator,2021-10-28,4,Imagingtech,Model-250,Canada,11303.796580804928,13.402369279301432,2,2,2,software crash caused operational delay; recalibration initiated. reviewed logs moderate delay,4,medio,1,1
MD03274,Mri Scanner,2022-12-09,3,Medequip,Model-100,Italy,7087.880508814632,15.720888022067369,1,0,2,System performance degraded due to software crash; mitigation via inspection. driver update component review,3,nuevo,0,0
MD03530,X-Ray Machine,2013-05-29,12,Ultramed,Model-100,Japan,22899.742632311143,4.3176819029775055,4,2,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced emergency shutdown,12,viejo,1,1
MD01832,X-Ray Machine,2014-03-02,11,Scanpro,Model-400,Usa,2396.434558186349,2.5852729844422053,2,1,2,System performance degraded due to circuit failure; mitigation via component upgrade. moderate delay average severity report,11,viejo,1,0
MD03828,Mri Scanner,2017-04-09,8,Scanpro,Model-500,Uk,4832.503431036503,5.315852825361992,5,4,2,Component component upgrade after detecting circuit failure; functionality restored. moderate delay moderate delay,8,viejo,1,0
MD02403,Ct Scanner,2021-12-28,4,Ultramed,Model-300,Japan,6597.719334492605,4.8651298596616135,5,1,1,Component recalibration after detecting sensor misalignment; functionality restored. software reset log file cleared,4,medio,1,0
MD00772,Defibrillator,2022-08-27,3,Medequip,Model-200,Italy,4706.139111424942,4.060287539443817,2,2,1,overheating caused operational delay; inspection initiated. software reset routine reset,3,nuevo,1,0
MD05468,X-Ray Machine,2019-11-28,6,Cardiosync,Model-500,Uk,9120.549708050254,28.134227770755416,5,2,3,System performance degraded due to overheating; mitigation via system reset. reboot failed hardware fault,6,medio,1,1
MD01634,Infusion Pump,2020-07-23,5,Ultramed,Model-200,Italy,6875.443605719587,5.069558308870903,5,6,2,Component system reset after detecting circuit failure; functionality restored. moderate delay performance warning,5,medio,1,0
MD05058,Infusion Pump,2014-07-07,11,Ultramed,Model-300,Japan,12618.86502596342,12.044903773914829,5,1,2,Routine check completed; abnormal sound observed during diagnostics. driver update performance warning,11,viejo,1,1
MD02587,Pet Scanner,2013-05-20,12,Scanpro,Model-100,France,6736.239548893838,10.983218321054943,1,2,1,Component inspection after detecting voltage spike; functionality restored. minor issue log file cleared,12,viejo,1,0
MD04681,Infusion Pump,2023-10-25,2,Medequip,Model-400,Uk,5523.426881598027,6.642041094747236,4,1,1,Routine check completed; voltage spike observed during diagnostics. software reset low priority fault,2,nuevo,1,0
MD03425,Ct Scanner,2021-06-25,4,Medequip,Model-550,France,11938.532427176724,2.946369979085114,5,1,2,software crash caused operational delay; component upgrade initiated. driver update component review,4,medio,1,1
MD00314,Mri Scanner,2017-02-05,8,Scanpro,Model-200,Canada,529.4412721878167,23.04336341104716,5,2,3,abnormal sound caused operational delay; inspection initiated. sensor replaced critical malfunction,8,viejo,1,0
MD01536,Infusion Pump,2014-11-08,11,Scanpro,Model-250,Canada,8333.691458035888,28.56804004815024,1,2,3,Routine check completed; software crash observed during diagnostics. data loss system crash,11,viejo,1,1
MD01876,Defibrillator,2017-07-24,8,Ultramed,Model-500,Canada,17124.996464973112,9.636417769564126,3,3,2,Routine check completed; circuit failure observed during diagnostics. driver update moderate delay,8,viejo,1,1
MD00963,Pet Scanner,2020-12-13,5,Imagingtech,Model-500,Japan,5828.667257977863,1.8831498702451928,1,0,1,data lag caused operational delay; software patch initiated. log cleaned minor issue,5,medio,0,0
MD02722,Mri Scanner,2023-03-02,2,Imagingtech,Model-400,Canada,6192.011172775283,19.35265949281532,3,2,3,System performance degraded due to abnormal sound; mitigation via recalibration. sensor replaced sensor replacement,2,nuevo,1,0
MD02404,Pet Scanner,2019-04-06,6,Medequip,Model-600,Italy,2570.9101790233854,8.074507803277928,1,3,1,Routine check completed; circuit failure observed during diagnostics. minor issue stable condition,6,medio,1,0
MD03076,Pet Scanner,2013-06-13,12,Medequip,Model-650,Italy,-76.1647763788725,9.401131960624166,1,3,1,battery wear caused operational delay; recalibration initiated. quick fix stable condition,12,viejo,1,0
MD03285,Mri Scanner,2017-01-17,8,Medequip,Model-400,Uk,4153.629444356094,5.483842588469904,2,2,2,Routine check completed; voltage spike observed during diagnostics. reviewed logs component review,8,viejo,1,0
